name,inventory_type,extant_status,street_address,neighborhood,city,postal_code,explore_url,wikipedia_url,explore_id,identifier:mihp,building_use,associated_people,associated_organizations,full_description,year_built,chap_district,city_council_district,latitude,longitude,stabilization_potential,at_risk,featured-context,year_nonextant,year_start_significance,year_end_significance,property_type,related_context,related_theme,alternate_name,marker-color,marker-symbol,featured_description,description_source,description_status,state,geo_accuracy,marker-size,related_sources,chap_landmark,nr_district_contributing,nr_district,nr_landmark,image_url_manual,image_caption,image_credit,tags,streetview_url,streetname,possible_duplicate,explore_todo,Record Created
Robert W. Coleman Residence,building,Extant,1506 McCulloh Street,Upton,Baltimore,21217,,,,,Dwelling,Robert W. Coleman,,The former residence of businessman and Civil Rights advocate Robert W. Coleman.,,Upton's Marble Hill,11,39.30420435,-76.63011729,,,,,,,Prominent Person,,,,d63b0e,building,,,notes,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30420435,-76.6301172875537",McCulloh,,,7/20/2017 12:48pm
Roberta Sheridan Residence,building,Extant,1441 N. Carey Street,Sandtown-Winchester,Baltimore,21217,,,,,Dwelling,Roberta B. Sheridan,,Residence of Roberta Sheridan and her mother at the time of her death in 1918. Source: MSA Bibliography,,,7,39.30655440,-76.64185660,,checked,,,,,,1905-1929,,,,building,,,notes,MD,,,http://msa.maryland.gov/megafile/msa/speccol/sc3500/sc3520/012300/012385/html/12385bio.html,,Y,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3065544,-76.6418566",Carey,,,7/20/2017 12:48pm
Roger Brooke Taney Statue,monument,Extant,,,Annapolis,,,,,,,,,,,,,38.97861515,-76.49066269,,,,,,,,,Criminal Injustice,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=38.97861515,-76.49066269",,,,7/20/2017 12:48pm
Roland Avenue Methodist Church,building,Extant,40th Street and Roland Avenue,Roland Park,Baltimore,,,,,,,,Ku Klux Klan,"In early 1923, the Klan presented a charity circus in Hazazer's Hall and publicized its endorsement of Protestantism. Visits were made to the United Brethren Church and the Roland Avenue Methodist Church; at the latter edifice the pastor accepted a check for twenty-five dollars and declared, ""I, for one, am glad to get it.""",,,14,39.33732600,-76.63287900,,,,,1923,,,1905-1929,,,d63b0e,religious-christian,,"jackson_ku_1967, p. 181",,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.337326,-76.632879",,,,7/20/2017 12:48pm
"Rooftop Dining Room, Hecht-May Company Department Store, Northwood Plaza",building,Unknown,1520 Havenwood Road,Hillen,Baltimore,21218,,,,,Restaurant,,"Civic Interest Group,Morgan State University",Students from Morgan State College and other student members of the Civic Interest Group organized protests at this location during their campaign to desegregate public accomodations at the Northwood Plaza shopping center.,,,3,39.34058150,-76.59126533,,,,,,,Conflict Center,,Public Accommodation,,f7a38b,restaurant,,,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3405815,-76.5912653333333",,,,7/20/2017 12:48pm
Saint Peter Claver Catholic Church,building,Extant,1526 N. Fremont Avenue,Sandtown-Winchester,Baltimore,21217,,,,,Religious building,,,"On July 11, 1966, the Civic Interest Group (CIG) held a press conference at St. Peter Claver's Catholic Church to publicly endorse black power and announce that ""it would no longer avoid violence in cases of 'self-defense'.""",1888,,7,39.30623340,-76.63872119,,,1870-1905,,,1976,,"1870-1905,1954-1968",,,d63b0e,religious-christian,,"joseph_neighborhood_2010, p. 225",notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3062334,-76.6387211948794",,,,7/20/2017 12:48pm
Sandy Point State Park,landscape,Partial,1100 E. College Parkway,,Annapolis,21409,,https://en.wikipedia.org/wiki/Sandy_Point_State_Park,,,Park,,,"In 1955, Sandy Point Park was desegregated after recent court decisions made segregation in public accomodations illegal.",,,,39.01108500,-76.39880000,,,,,1955,,Conflict Center,1954-1968,Public Accommodation,,d63b0e,park2,,,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.011085,-76.3988",,,,7/20/2017 12:48pm
Saratoga Street Baptist Church,building,Unknown,Saratoga Street,Downtown,Baltimore,,,,,,,,,Approximate location of Saratoga Street Baptist Church (Second Colored Baptist Church) from 1855 to 1866.,,,11,39.29240319,-76.61253691,,,,,,,,1831-1870,,,#7e7e7e,religious-christian,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29240319,-76.61253691",,,,7/20/2017 12:48pm
School in Hamilton,building,Unknown,,Westfield,Baltimore,,,,,,,,,"In September 1963, 100 white parents in Hamilton organized a protest against bussing required to integrate city schools. The protest leader, an account, said, ""we believe integration should not be forced on us by the whim of Negro pressure groups.""",,,3,39.35649600,-76.55691000,,,,,1963,,,1954-1968,Education,,f7a38b,school,,,,MD,n/a,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.356496,-76.55691",,,,7/20/2017 12:48pm
School No. 42,building,Extant,3910 Barrington Road,Dorchester,Baltimore,21207,,,,,,,,"On December 17, 1947, a youth basketball game played out at School No. 42, Garrison Junior High, with the Fulton PCA Juniors playing against the Cahill Center team. Most of the details from that game have been lost to public memory—no one knows who won, the final score, or the name of the point guard. In most respects, it was an uneventful game. Uneventful, that is, until the next day when the game's referee called upon Harold S. Callowhill, the Superintendent of Recreation. He was calling to inquire whether the Bureau of Recreation allowed white and black players to play on the same team.",,,6,39.33228500,-76.68437400,,,,,1947,,,1929-1954,Education,,d63b0e,school,,sarapatenaude_playing_2011,excerpt,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.332285,-76.684374",,,,7/20/2017 12:48pm
School No. 100/Coppin Normal School,building,Extant,229 N. Mount Street and 219 Mount Street,Franklin Square,Baltimore,,,,,B-3863,School building,,,"School No. 100 was later named after Joseph Harrison Lockerman (1864-1923), a graduate of the Centenary Biblical Institute (now Morgan State University) who in 1911 became Vice Principal of the new Colored High and Training School for African American teachers (now Coppin State University). Two years later, the training school moved to this location in the upper floors of the new Public School 100 located at 229 North Mount Street.",,,9,39.29188000,-76.64375000,,,,,,,,,Education,,d63b0e,school,,Maryland Inventory of Historic Places,draft,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29188,-76.64375",,,,7/20/2017 12:48pm
School No. 118,building,Extant,1223-1229 Argyle Avenue,Upton,Baltimore,21217,,,,,Dwelling,,,This former African American school building is vacant and in deteriorating condition. It was recently offered for development through the Baltimore Vacants to Value Program. The building has no local landmark designation but is located within the Old West Baltimore Historic District.,,,11,39.29942800,-76.63132900,checked,checked,,,,,Prominent Person,,Education,,d63b0e,school,,,draft,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.299428,-76.631329",,,,7/20/2017 12:48pm
School No. 127,building,Nonextant,Biddle Street and Pennsylvania Avenue,Upton,Baltimore,,,,,,School,,,Associated with the history of segregated schools in Baltimore,,,11,39.30382400,-76.63500000,,,,,,,,,,,f7a38b,school,,,notes,MD,residential,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.303824,-76.635",,,,7/20/2017 12:48pm
School No. 132,building,Extant,1150 N. Mount Street,Sandtown-Winchester,Baltimore,21217,,,,B-4469,School,,,,,,9,39.30209722,-76.64468507,,,,,,,,,Education,"Coppin Elementary School, West Baltimore African-American Elementary School",d63b0e,school,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3020972228758,-76.6446850688866",,,,7/20/2017 12:48pm
School No. 142,building,Extant,2201 Walbrook Avenue,Mondawmin,Baltimore,,,,,B-3938,School building,,,,,,7,39.31045650,-76.65313667,,,,,,,,,Education,"Robert W. Coleman School, Coleman School",d63b0e,school,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3104565,-76.6531366702983",,,,7/20/2017 12:48pm
Schulte United Five and Dime,building,Extant,200 W. Lexington Street,Downtown,Baltimore,,,,,,Commercial building,,,"In the early 1950s, local activists from the Committee On Racial Equality (CORE), the Urban League, and the Americans for Democratic Action (ADA) started a campaign against segregated lunch counters on the 200 block of West Lexington Street. Local Afro columnist Mrs. B.M. Phillips highlighted the resistance of this business to desegregated counter service in November 1953, writing that they were ""still acting silly.""",,,11,39.29175740,-76.61816980,,,,,,,,1954-1968,Public Accommodation,,d63b0e,shop,,,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2917574,-76.6181698",,,,7/20/2017 12:48pm
Schwartz Avenue,district,Unknown,,,Baltimore County,,,,,,,,,"The Schwartz Avenue Survey District consists of a single street of homes, built primarily between 1870, when the road was put in, and the early 20th century. It is a residential community.",,,,39.37309000,-76.61307300,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/schwartzavenue.jpg,Schwartz Avenue streetscape. E.H.T Traceries for the Baltimore County Office of Planning.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.37309,-76.613073",,,,7/20/2017 12:48pm
Senator Verna Jones-Rodwell House,building,Extant,1806 McCulloh Street,Madison Park,Baltimore,21217,,,,,,,,"home of Senator Verna Jones-Rodwell, 1st African-American Female to represent the 39th, now the 44th legislative district in Maryland General Assembly",,Bolton Hill,11,39.30862000,-76.63254000,,,,,,,,,Voting,,,building,,Email from Donna Cypress,,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30862,-76.63254",McCulloh,,,7/20/2017 12:48pm
Sharon Baptist Church,building,Extant,1373 N. Stricker Street,Sandtown-Winchester,Baltimore,21217,,,,,Religious building,,,"Following the 1968 unrest, Reverend James L. Moore, pastor of Sharon Baptist Church since 1945, followed the lead of the Reverend Leon Sullivan of Philadelphia and started a chapter of the Opportunities Industrial Center (OIC) in Baltimore. Drawing from the leadership ranks of local black churches, industry, and government, the OIC instituted job training programs to prepare the un- employed and the underemployed forjob openings in the community. Although representatives from government and industry played vital roles in the OIC's program, the church was the driving force behind the organization. Board meetings were held at Sharon Baptist Church, whose members also purchased a building to house OIC classes in carpentry, auto repair, and secretarial skills. In addition, the Reverend Vernon Dobson served as the Baltimore OIC's first executive director.",,,7,39.30510680,-76.64163510,,,,,,,Strategy Center,"1929-1954,1954-1968,1968-1976",,,d63b0e,religious-christian,,davidmilobsky_power_1994,excerpt,MD,place_of_worship,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3051068,-76.6416351",,,,7/20/2017 12:48pm
Sharp Leadenhall,district,Extant,,Sharp-Leadenhall,Baltimore,,https://explore.baltimoreheritage.org/items/show/242,,242,B-1369,Neighborhood,,,A historically black neighborhood located in South Baltimore that experienced significant displacement and demolition during the 20th century with the partially completed highway construction plans and related redevelopment efforts.  ,,,11,39.27870300,-76.61744300,,,,,,,,"1831-1870,1870-1905,1905-1929,1929-1954,1954-1968,1968-1976",Housing,,d63b0e,town,,Maryland Inventory of Historic Places,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.278703,-76.617443",,,,7/20/2017 12:48pm
Sharp Street Church Community House,building,Extant,1206-1210 Etting Street,Upton,Baltimore,21217,,https://en.wikipedia.org/wiki/Sharp_Street_Memorial_United_Methodist_Church_and_Community_House,,,Religious building,,,,,,11,39.30155450,-76.62903850,,,,,,,,,,,d63b0e,religious-christian,,,missing,MD,residential,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3015545,-76.6290385",,,,7/20/2017 12:48pm
Sharp Street Memorial United Methodist Church,building,Extant,508-516 Dolphin Street,Upton,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/520,https://en.wikipedia.org/wiki/Sharp_Street_Memorial_United_Methodist_Church_and_Community_House,520,B-2963,Religious building,,,,,,11,39.30058200,-76.62835200,,,,,,,Strategy Center,"1870-1905,1905-1929,1929-1954,1954-1968,1968-1976",,,d63b0e,religious-christian,,Maryland Inventory of Historic Places,missing,MD,8,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.300582,-76.628352",,,,7/20/2017 12:48pm
SNCC Office/Liberation House Press,building,Extant,432 E. North Avenue,Barclay,Baltimore,21202,,,,,,,SNCC,"""Robert Moore, who had participated in the Gwynn Oak Amusement Park demonstration and had returned to his native Baltimore from civil rights struggles in Alabama and Atlanta to set up a SNCC office near Greenmont and East North Avenue. His primary mission was to organize a Black United Front of the varied black political persuasions in Baltimore."" The building also home to Walter Lively's Liberation House Press, movement printing shop, bookstore, and meeting space around 1969-70 (http://www.nathanielturner.com/walterlively.htm). Lively was a community activist connected with SNCC and CORE and originally from Philadelphia. (h/t Josh Davis)",,,12,39.31169100,-76.61213670,,,,,,,,1968-1976,Voting,,f7a38b,suitcase,,,,MD,building,medium,,,,,,,,,Confederate memory,"https://maps.google.com/?layer=c&cbll=39.311691,-76.6121367",,,,7/20/2017 12:48pm
Soul School,building,Nonextant,522 N. Fremont Avenue,,Baltimore,21201,,,,,,,,"""Soul School"" was a grassroots black educational institute located in a rented rowhouse apartment across from the high-rise public house complex Murphy Homes.",,,,39.29535400,-76.63270200,,,,,,,,1968-1976,,,f7a38b,college,,williams_were_2001,draft,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=,",,,,7/20/2017 12:48pm
Southern District Police Station,building,Extant,24 E. Ostend Street,Federal Hill,Baltimore,21230,,https://en.wikipedia.org/wiki/Southern_District_Police_Station,,,Police station,,,,,,11,39.27478800,-76.61332000,,,,,,,,,,,d63b0e,police,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.274788,-76.61332",,,,7/20/2017 12:48pm
Southern High School,building,Nonextant,William Street and Warren Avenue,Federal Hill,Baltimore,21230,,,,,,,,"On October 1, 1954, 500 white students gathered outside Southern High School protesting school integration with signs including ""We Want Southern Back"" and ""Negroes Not Allowed."" After some of the 39 black students enrolled at the school are attacked, police intervene and arrest several white protestors.",,,11,39.27894400,-76.61116000,,,,,1954,,,"1954-1968,1968-1976",Education,,f59477,school,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.278944,-76.61116",,,,7/20/2017 12:48pm
Sparks,district,Unknown,,,Baltimore County,,,,,,,,,"This rural community grew around Stephenson African Methodist Episcopal Chapel. The current church was built in 1892, however there was a church on the property before 1866.",1892,,,39.53002900,-76.65165400,,,,,1866,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/sparks.jpg,Houses on Quaker Bottom Road.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.530029,-76.651654",,,,7/20/2017 12:48pm
"Spencer Hall, Morgan State University",building,Extant,1700 E. Cold Spring Lane,Morgan State University,Baltimore,21251,,,,B-1408,Academic building,,,,c. 1920,,3,39.34538000,-76.58099900,,,,,,,,"1929-1954,1954-1968,1968-1976",,,d63b0e,college,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.34538,-76.580999",,,,7/20/2017 12:48pm
St. Bartholomew’s Episcopal Church,building,Extant,4711 Edmondson Avenue,Ten Hills,Baltimore,21229,,,,,,,,"Jack Malpas, rector of St. Bartholomew’s Episcopal Church, was involved in the protests at Gwynn Oak amusement park and travelled to Jackson, Mississippi in support of the Civil Rights movement.",,Ten Hills,8,39.29221310,-76.70138410,,,,,,,,,,,,religious-christian,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2922131,-76.7013841",,,,7/20/2017 12:48pm
"St. Elizabeth's Home for Female Colored Orphans, Francscan Mother House (B-1360)",building,Extant,3725 Ellerslie Avenue,Ednor Gardens-Lakeside,Baltimore,21218,,,,B-1360,Institutional dwelling,,,,1917,,14,39.33519300,-76.60482760,,,,,,,,1905-1929,,,d63b0e,lodging,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.335193,-76.6048276",,,,7/20/2017 12:48pm
St. Elizabeth's Roman Catholic Home for Colored Children,building,Nonextant,317 St. Paul Street,Downtown,Baltimore,21202,,,,,Institutional dwelling,,,,,,11,39.29316103,-76.61409648,,,,,,,,,Housing,,f59477,lodging,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2931610257813,-76.6140964782352",,,,7/20/2017 12:48pm
St. Francis Academy,building,Extant,501 E. Chase Street,Johnston Square,Baltimore,21202,,,,B-981,Religious school,,,,,,12,39.30225510,-76.60875161,,,,,,,,,Education,,d63b0e,school,,Maryland Inventory of Historic Places,missing,MD,place_of_worship,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3022551,-76.6087516111357",,,,7/20/2017 12:48pm
St. Francis Xavier Catholic Church,building,Unknown,,Downtown,Baltimore,,,,,,,,,Approximate location of St. Francis Xavier Catholic Church (dates unknown).,,,11,39.29371925,-76.61240280,,,,,,,,,,,#7e7e7e,religious-christian,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29371925,-76.6124028",,,,7/20/2017 12:48pm
St. Francis Xavier Roman Catholic Church,building,Extant,1501 E. Oliver Street,Oliver,Baltimore,21213,,"https://en.wikipedia.org/wiki/St._Francis_Xavier_Church_(Baltimore,_Maryland)",,B-3979,Religious building,,,,,,12,39.30727600,-76.59802100,,,,,,,,,,,d63b0e,religious-christian,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.307276,-76.598021",,,,7/20/2017 12:48pm
St. Francis Xavier Roman Catholic School for the Deaf,building,Nonextant,903 McCulloh Street,Madison Park,Baltimore,21201,,,,,School,,,,,,11,39.29927965,-76.62354932,,,,,,,,,,,f59477,school,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2992796506921,-76.6235493210154",McCulloh,,,7/20/2017 12:48pm
St. Francis' Chapel (Colored Sisters of Providence),building,Unknown,Chase Street and Forrest Place,Johnston Square,Baltimore,21202,,,,,Religious building,,,,,,12,39.30267200,-76.60866200,,,,,,,,,Education,,f7a38b,religious-christian,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.302672,-76.608662",,,,7/20/2017 12:48pm
St. James (Colored),building,Nonextant,High Street and Lexington Street,Jonestown,Baltimore,21202,,,,,Religious building,,,,,,12,39.29024000,-76.60425800,,,,,,,,,,,f59477,religious-christian,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29024,-76.604258",,,,7/20/2017 12:48pm
St. James Church,building,Nonextant,,Downtown,Baltimore,,,,,,,,,Approximate location for St. James Church,,,11,39.29233676,-76.61102414,,,,,,,,,,,#7e7e7e,religious-christian,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29233676,-76.61102414",,,,7/20/2017 12:48pm
St. Katherine of Alexandria Protestant Episcopal Church,building,Extant,2001 Division Street,,Baltimore,,,,,B-99,,,,,,,,39.30694900,-76.63641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/20/2017 2:47pm
St. Katherine's Mission for Colored,building,Unknown,Presstman Street and Calhoun Street,Sandtown-Winchester,Baltimore,,,,,,Religious building,,,,,,7,39.30547900,-76.64049900,,,,,,,,,,,f7a38b,religious-christian,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.305479,-76.640499",,,,7/20/2017 12:48pm
St. Mark's Institutional Baptist Church,building,Extant,655 N. Bentalou Street,Midtown-Edmondson,Baltimore,21216,,,,,Religious building,,,,,,9,39.29686560,-76.65293808,,,,,,,Strategy Center,,,,d63b0e,religious-christian,,,missing,MD,place_of_worship,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2968656,-76.6529380774089",,,,7/20/2017 12:48pm
St. Martin de Porres Recreation Hall/Former St. John the Evangelist Catholic Church,building,Extant,901 E. Eager Street,Johnston Square,Baltimore,21202,,,,,,,,"Site of Baltimore Black Panthers free breakfast for children program, c. 1969",,,12,39.30117490,-76.60459850,,,,,1969,,,1968-1976,,,,,,,notes,MD,,medium,http://www.itsabouttimebpp.com/Chapter_History/pdf/Baltimore/Baltimore_Chapter.pdf,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.301449,-76.604886",,,,7/20/2017 12:48pm
St. Mary the Virgin Colored Chapel (free),building,Unknown,Orchard Street and Madison Avenue,Seton Hill,Baltimore,,,,,,Religious building,,,,,,11,39.29902400,-76.62194000,,,,,,,,,,,f7a38b,religious-christian,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.299024,-76.62194",Madison,,,7/20/2017 12:48pm
St. Stephens A.M.E. Church,building,Unknown,,,Baltimore County,,,,,,,,,"St. Stephens African MethodistEpiscopal Church was founded in 1870. Its first building was built in1878. A new building replaced that one in 1907, and that one in turnwas replaced in 1972. The property includes a small cemetery.<br> A detailed report about this historic district (http://resources.co.ba.md.us/Documents/Planning/historic/survey_districts/st_stephens_ame_church.pdf) (PDF) is available from the Baltimore County Office of Planning.",,,,39.31620500,-76.44990900,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,,,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.316205,-76.449909",,,,7/20/2017 12:48pm
State Center,district,Extant,N. Eutaw Street and W. Preston Street,Madison Park,Baltimore,,,,,,Building,,,"The development of State Center took place as part of the designation of the ""Armory Site"" as an urban renewal area. This area was occupied by hundreds of African American households and was selected for clearance due to the advocacy of the segregated white Mount Royal Protective Association.",,,11,39.30134300,-76.62315600,,,,,,,Conflict Center,1954-1968,Housing,,d63b0e,commercial,,,notes,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.301343,-76.623156",,,,7/20/2017 12:48pm
Stewart's Department Store,building,Extant,228 W. Lexington Street,Downtown,Baltimore,21201,,https://en.wikipedia.org/wiki/Stewart%27s_(department_store),,,Commercial building,,,"In the 1940s, the Afro American newspaper highlighted discrimination against black shoppers at downtown department stores with their Orchids & Onions campaign naming department stores that discriminated against black customers, including the May Company, Stewart’s Department Store, and Hutzler’s, as “onions.” On March 26 1960, black student activists from Morgan State University attempted to purchase food at department store restaurants at the Northwood Shopping Center and downtown (Stewart's, Hutzler's, May Company, and Hoschild Kohn). They were only successful at Hochschild Kohn but this action led to the desegration of Hutzler's on April 17, 1960 and other downtown locations soon after.",,,11,39.29193000,-76.61916000,,,,,,,,1954-1968,Public Accommodation,,d63b0e,shop,,,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29193,-76.61916",,,,7/20/2017 12:48pm
Super Pride Groceries,building,Extant,2305 E. Chase Street,Biddle Street,Baltimore,21213,,,,,,,,"Super Pride was established by Charles Thurgood Burns (1915-1991) in 1970 when he took over the bankrupt “Super Jet Market” located on East Chase Street. Renaming the business Super Pride, he restored the business to profitability within three years despite the challenge of some food companies that refused to work with a black-owned store. Between 1970 and 1990, Super Pride grew to seven locations, employing more than 400 people, and making over $43 million in annual sales. Under Burns’ leadership, Super Pride sponsored Black History Month activities and supported the Arena Players. By the late 1990s, however, the business struggled to compete against national chains and the city’s shrinking population. In the fall of 2000, Super Pride closed all eight of its locations and, in November, held an auction to liquidate the stores and their remaining equipment to satisfy creditors.",1970,,13,39.30281800,-76.58499100,,,1968-1976,,1970,1990,,1968-1976,Employment,,d63b0e,grocery,,,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.302818,-76.584991",,,,7/20/2017 12:48pm
"Tennis Courts, Druid Hill Park",landscape,Partial,2600 Madison Avenue,Reservoir Hill,Baltimore,21217,,,,,Park,,,"On July 17, 1943, the Baltimore Board of Recreation and Parks received a letter from Dallas F. Nicholas on behalf of the all-black Baltimore Tennis Club. In no uncertain terms, Nicholas requested an end to the segregation of tennis courts at Druid Hill Park. In a fit of either willful misrepresentation or complete ignorance, the General Superintendent stated that it was ―a misstatement to say that the tennis courts assigned to negro players were inferior to those assigned to the whites, and that if anything the colored courts were being better cared for.‖ As with most other implementations of ―separate yet equal,‖ all present knew the General Superintendent's assertion to be patently false but went along with the charade. [...] In 1948, when the Young Progressives of Maryland, a political group of college-aged men and women in Baltimore, joined with the black Baltimore Tennis Club to stage a protest of Druid Hill Park's segregated tennis facilities, cries of communism were immediate. The interracial game was planned and advertised, but stopped by police before any actual play could take place. All of the players were arrested, along with several spectators who were heard to yell, ""This is Nazi Germany! Why can't they play? They're 33 American citizens!"" As they were arrested, the protestors began singing songs like ""America, the Beautiful,"" ""My Country 'Tis of Thee,"" and the Negro National Anthem.",?,,7,39.31526605,-76.64106228,,,,,1943,,Conflict Center,1929-1954,Public Accommodation,,d63b0e,tennis,,sarapatenaude_playing_2011,excerpt,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.31526605,-76.6410622760667",Madison,,,7/20/2017 12:48pm
The Afro-American,building,Nonextant,628 N. Eutaw Street,Seton Hill,Baltimore,21201,,,,,,,,,,Seton Hill,11,39.29663535,-76.62176749,,,,1991-1992,,,,"1905-1929,1929-1954,1954-1968,1968-1976",,,f59477,commercial,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29663535,-76.6217674866537",,,,7/20/2017 12:48pm
The Church of St. Katharine of Alexandria,building,Extant,2001 Division Street,Druid Heights,Baltimore,21217,,,,,Religious building,,,,,,11,39.30692680,-76.63635719,,,,,,,,,,,d63b0e,religious-christian,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3069268,-76.6363571922735",,,,7/20/2017 12:48pm
The Industrial Home for Colored Girls,building,Unknown,Melvale,Coldspring,Baltimore,21209,,,,,Institutional dwelling,,,,,,6,39.34594000,-76.64969200,,,,,,,,1905-1929,Education,,f7a38b,prison,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.34594,-76.649692",,,,7/20/2017 12:48pm
The Royal Theater,building,Nonextant,1329 Pennsylvania Avenue,Upton,Baltimore,21217,,https://en.wikipedia.org/wiki/Royal_Theatre_(Baltimore),,,Theatre,,,,,,11,39.30063729,-76.63091814,,,,?,,,,,,,f59477,theatre,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3006372857143,-76.6309181428571",,,,7/20/2017 12:48pm
Thurgood Marshall House,building,Extant,1632 Division Street,Upton,Baltimore,21217,,?,,B-2962,Dwelling,Thurgood Marshall,,This is one of several rowhouses where the Marshall family lived during the time Thurgood Marshall was growing up in Baltimore and is the only one of those locations still extant.,,,11,39.30411860,-76.63354139,,,,,,,Prominent Person,1905-1929,"Education,Employment,Public Accommodation",,d63b0e,building,,Maryland Inventory of Historic Places,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3041186,-76.633541385323",,,,7/20/2017 12:48pm
Thurgood Marshall Memorial,monument,Extant,,,Annapolis,,,,,,,,,,,,,38.97916770,-76.49157196,,,,,,,,,,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=38.9791677,-76.49157196",,,,7/20/2017 12:48pm
